f_findingid,s_studyid,s_interventionid,s_intervention_name,s_citation,s_purpose_of_review,s_protocol,s_protocol_version,s_standards_version,s_study_design,s_study_rating,s_program_type_curriculum,s_program_type_policy,s_program_type_practice,s_program_type_school_level,s_program_type_supplement,s_program_type_teacher_level,s_delivery_method_individual,s_delivery_method_school,s_delivery_method_small_group,s_delivery_method_whole_class,f_outcome_domain,f_outcome_measure,f_is_subgroup,f_ss,f_t_ss,f_c_ss,f_t_cluster_ss,f_c_cluster_ss,f_cluster_ss,f_t_mean,f_c_mean,f_t_sd,f_c_sd,f_effect_size_study,f_effect_size_wwc,f_p_value_study,f_p_value_wwc,f_icc,s_multisite,revised_outcome_measure,topic_area,outcome_type,qed,with_res,grade_ece,grade_3_6,grade_k_3,grade_6_9,grade_9_12,standards_21_plus,alphabetics,literacy,math,other,science,interpersonal,intrapersonal,progress,comprehension,fluency,writing,broad,narrow,researcher,developer
3036,67285,1127,Reward Structures in Group Learning,"Hurley, E. A., Allen, B. A., & Boykin, A. W. (2009). Culture and the interaction of student ethnicity with reward structure in group learning. Cognition and Instruction, 27(2), 121-146.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,math estimation,False,51,24,27,8,9,17,9.6300001,6.4099998,3.27,4.1399999,.86000001,.84392452,,.0034995046,,,researcher,math,researcher,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3040,67285,1127,Reward Structures in Group Learning,"Hurley, E. A., Allen, B. A., & Boykin, A. W. (2009). Culture and the interaction of student ethnicity with reward structure in group learning. Cognition and Instruction, 27(2), 121-146.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,math estimation,False,36,15,21,5,7,12,7,10.19,3.25,4.0799999,.86000001,.82944334,,.01553262,,,researcher,math,researcher,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3037,67285,1127,Reward Structures in Group Learning,"Hurley, E. A., Allen, B. A., & Boykin, A. W. (2009). Culture and the interaction of student ethnicity with reward structure in group learning. Cognition and Instruction, 27(2), 121-146.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,math estimation,False,42,21,21,7,7,14,6.7199998,10.19,3.79,4.0799999,.88,.86460465,,.0067840586,,,researcher,math,researcher,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3046,67289,1173,Media-Rich Literacy Curriculum,"Penuel, W. R., Pasnik, S., Bates, L., Townsend, E., Gallagher, L. P., Llorente, C., & Hupert, N. (2009). Summative evaluation of the Ready to Learn initiative. Newton, MA: Educational Development Center, Inc. and Menlo Park, CA: SRI International Technical Report.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Literacy achievement,letter identification,False,398,199,199,,,,2.7,2.5,,,.19,.19,,.059021235,,,researcher,literacy,researcher,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3045,67289,1173,Media-Rich Literacy Curriculum,"Penuel, W. R., Pasnik, S., Bates, L., Townsend, E., Gallagher, L. P., Llorente, C., & Hupert, N. (2009). Summative evaluation of the Ready to Learn initiative. Newton, MA: Educational Development Center, Inc. and Menlo Park, CA: SRI International Technical Report.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Literacy achievement,knowledge of story and print concepts,False,398,199,199,,,,10.8,9.5,,,.25999999,.25999999,,.0099666435,,,researcher,literacy,researcher,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3043,67289,1173,Media-Rich Literacy Curriculum,"Penuel, W. R., Pasnik, S., Bates, L., Townsend, E., Gallagher, L. P., Llorente, C., & Hupert, N. (2009). Summative evaluation of the Ready to Learn initiative. Newton, MA: Educational Development Center, Inc. and Menlo Park, CA: SRI International Technical Report.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Literacy achievement,phonological awareness literacy screening (pals): letter recognition subtest,False,398,199,199,,,,21.200001,16.799999,,,.34,.34,,.00078835926,,,phonological awareness literacy screening (pals),literacy,narrow,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3044,67289,1173,Media-Rich Literacy Curriculum,"Penuel, W. R., Pasnik, S., Bates, L., Townsend, E., Gallagher, L. P., Llorente, C., & Hupert, N. (2009). Summative evaluation of the Ready to Learn initiative. Newton, MA: Educational Development Center, Inc. and Menlo Park, CA: SRI International Technical Report.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Literacy achievement,phonological awareness literacy screening (pals): letter sounds subtest,False,398,199,199,,,,10,6.3000002,,,.52999997,.52999997,,2.4021537e-07,,,phonological awareness literacy screening (pals),literacy,narrow,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3066,67292,1090,Theory-Based Abstinence-Only,"Jemmott III, J. B., Jemmott, L. S., & Fong G. T. (February 2010). Efficacy of a theory-based abstinence-only intervention over 24 Months: A randomized controlled trial with young adolescents. Archives of Pediatrics and Adolescent Medicine, 164(2), 152-159.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,External behavior,had unprotected sexual intercourse in past 3 months,False,222,112,110,,,,.07,.07,.07,.07,-.029999999,0,,.82336378,,,researcher-frequency,behavior,researcher,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3064,67292,1090,Theory-Based Abstinence-Only,"Jemmott III, J. B., Jemmott, L. S., & Fong G. T. (February 2010). Efficacy of a theory-based abstinence-only intervention over 24 Months: A randomized controlled trial with young adolescents. Archives of Pediatrics and Adolescent Medicine, 164(2), 152-159.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,External behavior,had sexual intercourse in past 3 months,False,224,112,112,,,,.30000001,.38,.20999999,.23999999,-.38,-.35356817,,.0048742881,,,researcher-frequency,behavior,researcher,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3063,67292,1090,Theory-Based Abstinence-Only,"Jemmott III, J. B., Jemmott, L. S., & Fong G. T. (February 2010). Efficacy of a theory-based abstinence-only intervention over 24 Months: A randomized controlled trial with young adolescents. Archives of Pediatrics and Adolescent Medicine, 164(2), 152-159.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,External behavior,ever had sexual intercours,False,193,95,98,,,,.33000001,.47,.22,.25,-.60000002,-.59160674,,.000046593705,,,researcher-frequency,behavior,researcher,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3067,67292,1090,Theory-Based Abstinence-Only,"Jemmott III, J. B., Jemmott, L. S., & Fong G. T. (February 2010). Efficacy of a theory-based abstinence-only intervention over 24 Months: A randomized controlled trial with young adolescents. Archives of Pediatrics and Adolescent Medicine, 164(2), 152-159.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,External behavior,use condoms consistently during intercourse in past 3 months,False,74,33,41,,,,.75999999,.77999997,.18000001,.17,-.12,-.11340526,,.6094206,,,researcher-frequency,behavior,researcher,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3065,67292,1090,Theory-Based Abstinence-Only,"Jemmott III, J. B., Jemmott, L. S., & Fong G. T. (February 2010). Efficacy of a theory-based abstinence-only intervention over 24 Months: A randomized controlled trial with young adolescents. Archives of Pediatrics and Adolescent Medicine, 164(2), 152-159.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,External behavior,had multiple sexual partners in past 3 months,False,224,112,112,,,,.13,.16,.12,.14,-.20999999,-.22931129,,.1174852,,,researcher-frequency,behavior,researcher,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3671,67296,1172,Middle School Mathematics Professional Development,"Garet, M., Wayne, A., Stancavage, F., Taylor, J., Walters, K., Song, et al. (2010). Middle School Mathematics Professional Development Impact Study: Findings after the first year of implementation (NCEE 2010-4009). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,1,0,0,General Mathematics Achievement,ratio and proportion subscale,False,4528,2336,2192,40,37,77,218.73,218.25999,15.74,15.06,.029999999,.030485593,,.31386164,,,nwea measures of academic progress (map),math,broad,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3669,67296,1172,Middle School Mathematics Professional Development,"Garet, M., Wayne, A., Stancavage, F., Taylor, J., Walters, K., Song, et al. (2010). Middle School Mathematics Professional Development Impact Study: Findings after the first year of implementation (NCEE 2010-4009). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,1,0,0,General Mathematics Achievement,northwest evaluation association (nwea) measures of academic progress (map): total score,False,4528,2336,2192,40,37,77,217.09,216.57001,15.07,14.27,.039999999,.035396777,,.17959997,,,nwea measures of academic progress (map),math,broad,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3670,67296,1172,Middle School Mathematics Professional Development,"Garet, M., Wayne, A., Stancavage, F., Taylor, J., Walters, K., Song, et al. (2010). Middle School Mathematics Professional Development Impact Study: Findings after the first year of implementation (NCEE 2010-4009). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,1,0,0,General Mathematics Achievement,fractions and decimals subscale,False,4528,2336,2192,40,37,77,215.41,214.89,16.120001,15.23,.029999999,.033125106,,.31386164,,,nwea measures of academic progress (map),math,broad,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3690,67297,1086,Transitional Bilingual Education,"Slavin, R. E., Madden, N., Calderon, M., Chamberlain, A., & Hennessy, M. (2010). Reading and language outcomes of a five-year randomized evaluation of transitional bilingual education. Baltimore, MD: Johns Hopkins University.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,woodcock-johnson (wj): letter-word identification subtest,False,207,110,97,,,,486.88,485.84,17.59,17.280001,-.079999998,-.059395809,,.56634831,,,woodcock johnson,literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3686,67297,1086,Transitional Bilingual Education,"Slavin, R. E., Madden, N., Calderon, M., Chamberlain, A., & Hennessy, M. (2010). Reading and language outcomes of a five-year randomized evaluation of transitional bilingual education. Baltimore, MD: Johns Hopkins University.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,woodcock-johnson (wj): letter-word identification subtest,False,232,121,111,,,,475.97,475.04999,23.129999,18.110001,-.039999999,-.043916933,,.76113695,,,woodcock johnson,literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3688,67297,1086,Transitional Bilingual Education,"Slavin, R. E., Madden, N., Calderon, M., Chamberlain, A., & Hennessy, M. (2010). Reading and language outcomes of a five-year randomized evaluation of transitional bilingual education. Baltimore, MD: Johns Hopkins University.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,woodcock-johnson (wj): word attack subtest,False,232,121,111,,,,483.42001,488.39999,16.360001,14.99,-.38,-.31576604,,.0042023896,,,woodcock johnson,literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3693,67297,1086,Transitional Bilingual Education,"Slavin, R. E., Madden, N., Calderon, M., Chamberlain, A., & Hennessy, M. (2010). Reading and language outcomes of a five-year randomized evaluation of transitional bilingual education. Baltimore, MD: Johns Hopkins University.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,peabody picture vocabulary test (ppvt),False,115,60,55,,,,88.07,90.360001,13.27,14.68,-.28999999,-.16293047,,.12308002,,,peabody individual achievement test (piat),literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3685,67297,1086,Transitional Bilingual Education,"Slavin, R. E., Madden, N., Calderon, M., Chamberlain, A., & Hennessy, M. (2010). Reading and language outcomes of a five-year randomized evaluation of transitional bilingual education. Baltimore, MD: Johns Hopkins University.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,peabody picture vocabulary test (ppvt),False,232,121,111,,,,80.400002,81.129997,13.07,13.96,-.17,-.053885687,,.19713765,,,peabody individual achievement test (piat),literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3678,67297,1086,Transitional Bilingual Education,"Slavin, R. E., Madden, N., Calderon, M., Chamberlain, A., & Hennessy, M. (2010). Reading and language outcomes of a five-year randomized evaluation of transitional bilingual education. Baltimore, MD: Johns Hopkins University.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,peabody picture vocabulary test (ppvt),False,148,73,75,,,,70.839996,75.989998,14.42,12.09,-.44999999,-.38550982,,.0069656805,,,peabody individual achievement test (piat),literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3679,67297,1086,Transitional Bilingual Education,"Slavin, R. E., Madden, N., Calderon, M., Chamberlain, A., & Hennessy, M. (2010). Reading and language outcomes of a five-year randomized evaluation of transitional bilingual education. Baltimore, MD: Johns Hopkins University.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,woodcock-johnson (wj): letter-word identification subtest,False,148,73,75,,,,394.66,413.70999,36.119999,31.530001,-.62,-.55952752,,.00023502619,,,woodcock johnson,literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3692,67297,1086,Transitional Bilingual Education,"Slavin, R. E., Madden, N., Calderon, M., Chamberlain, A., & Hennessy, M. (2010). Reading and language outcomes of a five-year randomized evaluation of transitional bilingual education. Baltimore, MD: Johns Hopkins University.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,woodcock-johnson (wj): word attack subtest,False,207,110,97,,,,492.89999,494.85001,13.64,14.08,-.20999999,-.14030088,,.13316213,,,woodcock johnson,literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3695,67297,1086,Transitional Bilingual Education,"Slavin, R. E., Madden, N., Calderon, M., Chamberlain, A., & Hennessy, M. (2010). Reading and language outcomes of a five-year randomized evaluation of transitional bilingual education. Baltimore, MD: Johns Hopkins University.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,woodcock-johnson (wj): passage comprehension subtest,False,115,60,55,,,,489.13,490.35999,13.42,15.08,-.22,-.085817263,,.24105015,,,woodcock johnson,literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3691,67297,1086,Transitional Bilingual Education,"Slavin, R. E., Madden, N., Calderon, M., Chamberlain, A., & Hennessy, M. (2010). Reading and language outcomes of a five-year randomized evaluation of transitional bilingual education. Baltimore, MD: Johns Hopkins University.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,woodcock-johnson (wj): passage comprehension subtest,False,207,110,97,,,,481.04001,481.35999,13.82,13.7,-.2,-.023164004,,.15254489,,,woodcock johnson,literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3682,67297,1086,Transitional Bilingual Education,"Slavin, R. E., Madden, N., Calderon, M., Chamberlain, A., & Hennessy, M. (2010). Reading and language outcomes of a five-year randomized evaluation of transitional bilingual education. Baltimore, MD: Johns Hopkins University.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,woodcock-johnson (wj): letter-word identification subtest,False,247,130,117,,,,442.22,454.37,39.73,28.33,-.38999999,-.34805718,,.002455245,,,woodcock johnson,literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3687,67297,1086,Transitional Bilingual Education,"Slavin, R. E., Madden, N., Calderon, M., Chamberlain, A., & Hennessy, M. (2010). Reading and language outcomes of a five-year randomized evaluation of transitional bilingual education. Baltimore, MD: Johns Hopkins University.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,woodcock-johnson (wj): passage comprehension subtest,False,232,121,111,,,,471.26999,472.64999,17.52,15.92,-.17,-.082002424,,.19713765,,,woodcock johnson,literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3683,67297,1086,Transitional Bilingual Education,"Slavin, R. E., Madden, N., Calderon, M., Chamberlain, A., & Hennessy, M. (2010). Reading and language outcomes of a five-year randomized evaluation of transitional bilingual education. Baltimore, MD: Johns Hopkins University.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,woodcock-johnson (wj): passage comprehension subtest,False,247,130,117,,,,445.73999,457.20999,41.07,22.870001,-.36000001,-.33930194,,.0051158941,,,woodcock johnson,literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3681,67297,1086,Transitional Bilingual Education,"Slavin, R. E., Madden, N., Calderon, M., Chamberlain, A., & Hennessy, M. (2010). Reading and language outcomes of a five-year randomized evaluation of transitional bilingual education. Baltimore, MD: Johns Hopkins University.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,peabody picture vocabulary test (ppvt),False,247,130,117,,,,74.980003,79.900002,14.68,12.21,-.38,-.36154136,,.003151906,,,peabody individual achievement test (piat),literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
